Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
conservative supporters,primary school completion,False,,,,gpt-4-turbo,lora_70b_en_v1,sociology,"false, NaN, NaN, NaN,  false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false"
university degree,urban neighborhoods,False,,,,gpt-4-turbo,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology ```  false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology ```  false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology ```  false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology ```  false  NaN  NaN  The two texts do not describe the same causal variable"
non-partisan citizens,public healthcare users,False,True,,The individuals or groups that a policy or program is intended to help or support.,gpt-4-turbo,lora_70b_en_v1,sociology,
private clinic visitors,secondary school graduation,False,,,,gpt-4-turbo,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  The two texts are not similar.,  The two texts are not similar.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-"
no regular healthcare,retail business,False,,,,gpt-4-turbo,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,"
working class,postgraduate qualifications,False,False,,,gpt-4-turbo,lora_70b_en_v1,sociology,
peer group interactions,community involvement,True,True,Social Support,Social Environment,gpt-4-turbo,lora_70b_en_v1,psychology,
permissive upbringing,authoritarian control,True,True,Parenting Style,Parenting style,gpt-4-turbo,lora_70b_en_v1,psychology,
compromise,dominance assertion,True,True,Conflict Resolution Strategy,Interpersonal style,gpt-4-turbo,lora_70b_en_v1,psychology,
medication,psychoanalysis,True,True,Therapeutic Intervention,Therapeutic approach,gpt-4-turbo,lora_70b_en_v1,psychology,
neuroticism,openness to experience,True,True,Personality Trait,Personality,gpt-4-turbo,lora_70b_en_v1,psychology,
compromise,collaborative problem solving,True,True,Conflict Resolution Strategy,Cooperation,gpt-4-turbo,lora_70b_en_v1,psychology,
community involvement,professional assistance,True,True,Social Support,Source of social support,gpt-4-turbo,lora_70b_en_v1,psychology,
power-driven,achievement-driven,True,True,Motivation Type,Motivation,gpt-4-turbo,lora_70b_en_v1,psychology,
emotional support seeking,substance use,True,False,Coping Mechanism,,gpt-4-turbo,lora_70b_en_v1,psychology,
family cohesion,professional assistance,True,False,Social Support,,gpt-4-turbo,lora_70b_en_v1,psychology,
doctoral degree,community involvement,False,,,,gpt-4-turbo,lora_70b_en_v1,psychology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: psychology ```  false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: psychology ```  false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: psychology ```  false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: psychology ```  false  NaN  NaN  The two texts do not describe the same causal variable"
psychoanalysis,authoritarian control,False,,,,gpt-4-turbo,lora_70b_en_v1,psychology,"false  NaN  NaN  The two texts do not describe the same causal variable.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x"
job loss,psychoanalysis,False,,,,gpt-4-turbo,lora_70b_en_v1,psychology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text refers to the loss of a job or employment, while the second text refers to a type of psychotherapy.,  Data Generation Model: gpt-3.5-turbo,  Domain: psychology ```"
group therapy,doctoral degree,False,,,,gpt-4-turbo,lora_70b_en_v1,psychology,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: psychology ```
{""Text1"": ""group therapy"", ""Text2"": ""doctoral degree"", ""Predicted Same Causal Variable"": false, ""Predicted Variable Name"": NaN, ""Explanation"": """", ""Data Generation Model"": ""gpt-3.5-turbo"", ""Domain"": ""psychology""}"
death of a loved one,withdrawal,False,False,,,gpt-4-turbo,lora_70b_en_v1,psychology,
conscientiousness,collaborative problem solving,False,False,,,gpt-4-turbo,lora_70b_en_v1,psychology,
withdrawal,professional assistance,False,False,,,gpt-4-turbo,lora_70b_en_v1,psychology,
neglectful supervision,achievement-driven,False,,,,gpt-4-turbo,lora_70b_en_v1,psychology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: psychology ```"
neuroticism,substance use,False,False,,,gpt-4-turbo,lora_70b_en_v1,psychology,
extrinsic motivation,professional assistance,False,,,,gpt-4-turbo,lora_70b_en_v1,psychology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: psychology ```"
stable interest rate period,central bank rate hikes,True,True,Interest Rate Environment,Monetary Policy,gpt-4-turbo,lora_70b_en_v1,finance,
increasing unemployment rates,job market strength,True,,Economic Indicators,,gpt-4-turbo,lora_70b_en_v1,finance,"1.0, true, ""Labor Market Conditions"", ""The state of the labor market, including the availability of jobs and the ease of finding new employment."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation"
growth in sustainable investments,interest in emerging markets,True,True,Investment Trends,Investment trend,gpt-4-turbo,lora_70b_en_v1,finance,
rise in real estate investments,interest in emerging markets,True,False,Investment Trends,,gpt-4-turbo,lora_70b_en_v1,finance,
changes in tax laws,new compliance requirements,True,,Regulatory Changes,,gpt-4-turbo,lora_70b_en_v1,finance,"1.0, true, ""Regulatory Environment"", ""The regulatory environment refers to the laws, regulations, and policies that govern business operations. It includes aspects such as tax laws, compliance requirements, and trade policies that can impact business decisions and outcomes."", ""The regulatory environment can have a significant impact on business operations. For example, changes in tax laws can influence business profitability, while new compliance requirements can affect operational efficiency."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3."
tighter financial regulations,changes in tax laws,True,True,Regulatory Changes,Government Policy,gpt-4-turbo,lora_70b_en_v1,finance,
growth in ethical consumerism,trend towards personalized services,True,False,Consumer Behavior,,gpt-4-turbo,lora_70b_en_v1,finance,
record profit announcements,significant earnings drop,True,True,Corporate Earnings,Earnings Performance,gpt-4-turbo,lora_70b_en_v1,finance,
rise in real estate investments,shift towards value stocks,True,,Investment Trends,,gpt-4-turbo,lora_70b_en_v1,finance,"1. ""Investment strategy"", true, ""Investment strategy"", ""The choice of investment products, such as stocks, bonds, or mutual funds, and the proportion of each in a portfolio."", ""The choice of investment products, such as stocks, bonds, or mutual funds, and the proportion of each in a portfolio."", false, ""Investment strategy"", ""The choice of investment products, such as stocks, bonds, or mutual funds, and the proportion of each in a portfolio."", ""The choice of investment products, such as stocks, bonds, or mutual funds, and the proportion of each in a portfolio."", false, ""Investment strategy"", ""The choice of investment products, such as stocks, bonds, or mutual funds, and the proportion of each in a portfolio."", ""The choice of investment products, such as stocks, bonds, or mutual funds, and the proportion of each in a portfolio."", false, ""Investment strategy"", ""The choice of investment products, such as"
advancements in cybersecurity,development of fintech solutions,True,True,Technological Advancements,Innovation in the financial sector,gpt-4-turbo,lora_70b_en_v1,finance,
election year uncertainties,central bank rate hikes,False,,,,gpt-4-turbo,lora_70b_en_v1,finance,"3.0, ""Economic Indicators"", true, ""Economic Indicators"", false, ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"","
reform in stock market rules,job market strength,False,False,,,gpt-4-turbo,lora_70b_en_v1,finance,
market optimism,interest in emerging markets,False,True,,Investor sentiment,gpt-4-turbo,lora_70b_en_v1,finance,
market pessimism,new compliance requirements,False,,,,gpt-4-turbo,lora_70b_en_v1,finance,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text describes a sentiment or attitude towards a market or economy, while the second text describes a new rule or regulation that must be obeyed.,  Data Generation Model: gpt-3.5-turbo,  Domain: finance }"
strengthening of international relations,changes in tax laws,False,,,,gpt-4-turbo,lora_70b_en_v1,finance,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text describes a situation where countries are improving their relationships with each other, while the second text describes changes to laws that govern how much money people and businesses must pay to the government.,  Data Generation Model: gpt-3.5-turbo,  Domain: finance }  false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text describes a situation where countries are improving their relationships with each other, while the second text describes changes to laws that govern how much money people and businesses must pay to the government.,  Data Generation Model: gpt-3.5-turbo,  Domain: finance }} {""Text1"": ""strengthening of international relations"", ""Text2"": ""changes in tax laws"", ""Predicted Same Causal Variable"": false, ""Predicted Variable Name"": NaN, ""Explanation"": """", ""Data Generation"
